Iter  Part  GoF  Model_Output  
4  15   1.0000000E+10   1.0000000E+10  
4  16   1.0000000E+10   1.0000000E+10  
4  17   1.0000000E+10   1.0000000E+10  
4  18   1.0000000E+10   1.0000000E+10  
4  19   2.6415838E-01   2.6415838E-01  
4  20   1.0000000E+10   1.0000000E+10  
4  21   1.0000000E+10   1.0000000E+10  
4  22   2.3820016E-01   2.3820016E-01  
4  23   1.6608069E-01   1.6608069E-01  
4  24   2.6611106E-01   2.6611106E-01  
4  25   2.6166271E-01   2.6166271E-01  
4  26   1.0000000E+10   1.0000000E+10  
4  27   1.0000000E+10   1.0000000E+10  
4  28   1.9560095E-01   1.9560095E-01  
4  29   2.6045578E-01   2.6045578E-01  
4  30   2.4874550E-01   2.4874550E-01  
4  31   2.1395700E-01   2.1395700E-01  
4  32   1.0000000E+10   1.0000000E+10  
4  33   1.0000000E+10   1.0000000E+10  
4  34   1.9437777E-01   1.9437777E-01  
4  35   1.0000000E+10   1.0000000E+10  
4  36   1.0000000E+10   1.0000000E+10  
4  37   1.0000000E+10   1.0000000E+10  
4  38   1.0000000E+10   1.0000000E+10  
4  39   2.5577882E-01   2.5577882E-01  
4  40   1.0000000E+10   1.0000000E+10  
26  1   1.8619739E-01   1.8619739E-01  
26  2   1.8590361E-01   1.8590361E-01  
26  3   1.8590361E-01   1.8590361E-01  
26  4   1.8619739E-01   1.8619739E-01  
26  5   1.8590361E-01   1.8590361E-01  
26  6   1.8590361E-01   1.8590361E-01  
26  7   1.8590361E-01   1.8590361E-01  
26  8   1.8590361E-01   1.8590361E-01  
26  9   1.8590361E-01   1.8590361E-01  
26  10   1.8619739E-01   1.8619739E-01  
26  11   1.8590361E-01   1.8590361E-01  
26  12   1.8590361E-01   1.8590361E-01  
26  13   1.8590361E-01   1.8590361E-01  
26  14   1.8590361E-01   1.8590361E-01  
26  15   1.8590361E-01   1.8590361E-01  
26  16   1.8590361E-01   1.8590361E-01  
26  17   1.8590361E-01   1.8590361E-01  
26  18   1.8590361E-01   1.8590361E-01  
26  19   1.8590361E-01   1.8590361E-01  
26  20   1.8590361E-01   1.8590361E-01  
26  21   1.8640755E-01   1.8640755E-01  
26  22   1.8590361E-01   1.8590361E-01  
26  23   1.8590361E-01   1.8590361E-01  
26  24   1.8619739E-01   1.8619739E-01  
26  25   1.8619739E-01   1.8619739E-01  
26  26   1.8590361E-01   1.8590361E-01  
26  27   1.8590361E-01   1.8590361E-01  
26  28   1.8590361E-01   1.8590361E-01  
26  29   1.8590361E-01   1.8590361E-01  
26  30   1.8590361E-01   1.8590361E-01  
26  31   1.8590361E-01   1.8590361E-01  
26  32   1.8590361E-01   1.8590361E-01  
26  33   1.8590361E-01   1.8590361E-01  
26  34   1.8590361E-01   1.8590361E-01  
26  35   1.8590361E-01   1.8590361E-01  
26  36   1.8590361E-01   1.8590361E-01  
26  37   1.8619739E-01   1.8619739E-01  
26  38   1.8590361E-01   1.8590361E-01  
26  39   1.8590361E-01   1.8590361E-01  
26  40   1.8619739E-01   1.8619739E-01  
27  1   1.8619739E-01   1.8619739E-01  
27  2   1.8590361E-01   1.8590361E-01  
27  3   1.8590361E-01   1.8590361E-01  
27  4   1.8619739E-01   1.8619739E-01  
27  5   1.8590361E-01   1.8590361E-01  
27  6   1.8590361E-01   1.8590361E-01  
27  7   1.8590361E-01   1.8590361E-01  
27  8   1.8590361E-01   1.8590361E-01  
27  9   1.8640755E-01   1.8640755E-01  
27  10   1.8619739E-01   1.8619739E-01  
27  11   1.8590361E-01   1.8590361E-01  
27  12   1.8590361E-01   1.8590361E-01  
27  13   1.8590361E-01   1.8590361E-01  
27  14   1.8590361E-01   1.8590361E-01  
27  15   1.8590361E-01   1.8590361E-01  
27  16   1.8619739E-01   1.8619739E-01  
27  17   1.8590361E-01   1.8590361E-01  
27  18   1.9802938E-01   1.9802938E-01  
27  19   1.8590361E-01   1.8590361E-01  
27  20   1.8590361E-01   1.8590361E-01  
27  21   1.8590361E-01   1.8590361E-01  
27  22   1.8590361E-01   1.8590361E-01  
27  23   1.8590361E-01   1.8590361E-01  
27  24   1.8619739E-01   1.8619739E-01  
27  25   1.8619739E-01   1.8619739E-01  
27  26   1.8590361E-01   1.8590361E-01  
27  27   1.8590361E-01   1.8590361E-01  
27  28   1.8590361E-01   1.8590361E-01  
27  29   1.8590361E-01   1.8590361E-01  
27  30   1.8590361E-01   1.8590361E-01  
27  31   1.8590361E-01   1.8590361E-01  
27  32   1.8590361E-01   1.8590361E-01  
27  33   1.8590361E-01   1.8590361E-01  
27  34   1.8590361E-01   1.8590361E-01  
27  35   1.8590361E-01   1.8590361E-01  
27  36   1.8590361E-01   1.8590361E-01  
27  37   1.8619739E-01   1.8619739E-01  
27  38   1.8590361E-01   1.8590361E-01  
27  39   1.8590361E-01   1.8590361E-01  
27  40   1.8619739E-01   1.8619739E-01  
2  1   1.0000000E+10   1.0000000E+10  
2  2   1.0000000E+10   1.0000000E+10  
2  3   1.0000000E+10   1.0000000E+10  
2  4   1.0000000E+10   1.0000000E+10  
2  5   1.0000000E+10   1.0000000E+10  
2  6   1.0000000E+10   1.0000000E+10  
2  7   1.0000000E+10   1.0000000E+10  
2  8   1.0000000E+10   1.0000000E+10  
2  9   2.5471410E-01   2.5471410E-01  
2  10   1.0000000E+10   1.0000000E+10  
2  11   1.0000000E+10   1.0000000E+10  
2  12   1.0000000E+10   1.0000000E+10  
2  13   1.0000000E+10   1.0000000E+10  
2  14   1.0000000E+10   1.0000000E+10  
2  15   1.0000000E+10   1.0000000E+10  
2  16   1.0000000E+10   1.0000000E+10  
2  17   1.0000000E+10   1.0000000E+10  
2  18   1.0000000E+10   1.0000000E+10  
2  19   1.0000000E+10   1.0000000E+10  
2  20   5.5796671E-02   5.5796671E-02  
2  21   1.0000000E+10   1.0000000E+10  
2  22   1.4169979E-01   1.4169979E-01  
2  23   1.0000000E+10   1.0000000E+10  
2  24   1.0000000E+10   1.0000000E+10  
2  25   1.0000000E+10   1.0000000E+10  
2  26   1.0000000E+10   1.0000000E+10  
2  27   1.0000000E+10   1.0000000E+10  
2  28   1.0000000E+10   1.0000000E+10  
2  29   1.0000000E+10   1.0000000E+10  
2  30   1.0000000E+10   1.0000000E+10  
2  31   1.0000000E+10   1.0000000E+10  
2  32   1.0000000E+10   1.0000000E+10  
2  33   1.0000000E+10   1.0000000E+10  
2  34   1.0000000E+10   1.0000000E+10  
2  35   1.0000000E+10   1.0000000E+10  
2  36   1.0000000E+10   1.0000000E+10  
2  37   1.0000000E+10   1.0000000E+10  
2  38   1.0000000E+10   1.0000000E+10  
2  39   1.0000000E+10   1.0000000E+10  
2  40   1.0000000E+10   1.0000000E+10  
28  1   1.8619739E-01   1.8619739E-01  
28  2   1.8590361E-01   1.8590361E-01  
28  3   1.8590361E-01   1.8590361E-01  
28  4   1.8590361E-01   1.8590361E-01  
28  5   1.8590361E-01   1.8590361E-01  
28  6   1.8590361E-01   1.8590361E-01  
28  7   1.8590361E-01   1.8590361E-01  
28  8   1.8590361E-01   1.8590361E-01  
28  9   1.8590361E-01   1.8590361E-01  
28  10   1.8619739E-01   1.8619739E-01  
28  11   1.8590361E-01   1.8590361E-01  
28  12   1.8590361E-01   1.8590361E-01  
28  13   1.9802938E-01   1.9802938E-01  
28  14   1.8590361E-01   1.8590361E-01  
28  15   1.8590361E-01   1.8590361E-01  
28  16   1.8590361E-01   1.8590361E-01  
28  17   1.8590361E-01   1.8590361E-01  
28  18   1.9802938E-01   1.9802938E-01  
28  19   1.8590361E-01   1.8590361E-01  
28  20   1.8590361E-01   1.8590361E-01  
28  21   1.8590361E-01   1.8590361E-01  
28  22   1.8590361E-01   1.8590361E-01  
28  23   1.8590361E-01   1.8590361E-01  
28  24   1.8619739E-01   1.8619739E-01  
28  25   1.8619739E-01   1.8619739E-01  
28  26   1.8590361E-01   1.8590361E-01  
28  27   1.8590361E-01   1.8590361E-01  
28  28   1.8590361E-01   1.8590361E-01  
28  29   1.8590361E-01   1.8590361E-01  
28  30   1.8590361E-01   1.8590361E-01  
28  31   1.8590361E-01   1.8590361E-01  
28  32   1.8590361E-01   1.8590361E-01  
28  33   1.8590361E-01   1.8590361E-01  
28  34   1.8590361E-01   1.8590361E-01  
28  35   1.8590361E-01   1.8590361E-01  
28  36   1.8590361E-01   1.8590361E-01  
28  37   1.8590361E-01   1.8590361E-01  
28  38   1.8590361E-01   1.8590361E-01  
28  39   1.8590361E-01   1.8590361E-01  
28  40   1.8619739E-01   1.8619739E-01  
29  1   1.8619739E-01   1.8619739E-01  
29  2   1.8590361E-01   1.8590361E-01  
29  3   1.8590361E-01   1.8590361E-01  
29  4   1.8590361E-01   1.8590361E-01  
29  5   1.8590361E-01   1.8590361E-01  
29  6   1.8590361E-01   1.8590361E-01  
29  7   1.8590361E-01   1.8590361E-01  
29  8   1.8590361E-01   1.8590361E-01  
29  9   1.8590361E-01   1.8590361E-01  
29  10   1.8619739E-01   1.8619739E-01  
29  11   1.8590361E-01   1.8590361E-01  
29  12   1.8590361E-01   1.8590361E-01  
29  13   1.9802938E-01   1.9802938E-01  
29  14   1.8590361E-01   1.8590361E-01  
29  15   1.8590361E-01   1.8590361E-01  
29  16   1.8590361E-01   1.8590361E-01  
29  17   1.8590361E-01   1.8590361E-01  
29  18   1.9802938E-01   1.9802938E-01  
29  19   1.8590361E-01   1.8590361E-01  
29  20   1.8590361E-01   1.8590361E-01  
29  21   1.8590361E-01   1.8590361E-01  
29  22   1.8619739E-01   1.8619739E-01  
29  23   1.8590361E-01   1.8590361E-01  
29  24   1.8619739E-01   1.8619739E-01  
29  25   1.8619739E-01   1.8619739E-01  
29  26   1.8590361E-01   1.8590361E-01  
29  27   1.8590361E-01   1.8590361E-01  
29  28   1.8590361E-01   1.8590361E-01  
29  29   1.8590361E-01   1.8590361E-01  
29  30   1.8590361E-01   1.8590361E-01  
29  31   1.8590361E-01   1.8590361E-01  
29  32   1.8590361E-01   1.8590361E-01  
29  33   1.8590361E-01   1.8590361E-01  
29  34   1.8590361E-01   1.8590361E-01  
29  35   1.8590361E-01   1.8590361E-01  
29  36   1.8590361E-01   1.8590361E-01  
29  37   1.9802938E-01   1.9802938E-01  
29  38   1.8590361E-01   1.8590361E-01  
29  39   1.8590361E-01   1.8590361E-01  
29  40   1.8619739E-01   1.8619739E-01  
30  1   1.8619739E-01   1.8619739E-01  
30  2   1.8590361E-01   1.8590361E-01  
30  3   1.8590361E-01   1.8590361E-01  
30  4   1.8590361E-01   1.8590361E-01  
30  5   1.8590361E-01   1.8590361E-01  
30  6   1.8590361E-01   1.8590361E-01  
30  7   1.9802938E-01   1.9802938E-01  
30  8   1.8590361E-01   1.8590361E-01  
30  9   1.8590361E-01   1.8590361E-01  
30  10   1.8619739E-01   1.8619739E-01  
30  11   1.8590361E-01   1.8590361E-01  
30  12   1.8590361E-01   1.8590361E-01  
30  13   1.9802938E-01   1.9802938E-01  
30  14   1.8590361E-01   1.8590361E-01  
30  15   1.8590361E-01   1.8590361E-01  
30  16   1.8590361E-01   1.8590361E-01  
30  17   1.8590361E-01   1.8590361E-01  
30  18   1.8590361E-01   1.8590361E-01  
30  19   1.9802938E-01   1.9802938E-01  
30  20   1.8590361E-01   1.8590361E-01  
30  21   1.8590361E-01   1.8590361E-01  
30  22   1.8619739E-01   1.8619739E-01  
30  23   1.8590361E-01   1.8590361E-01  
30  24   1.8619739E-01   1.8619739E-01  
30  25   1.8619739E-01   1.8619739E-01  
30  26   1.8590361E-01   1.8590361E-01  
30  27   1.8590361E-01   1.8590361E-01  
30  28   1.8590361E-01   1.8590361E-01  
30  29   1.8590361E-01   1.8590361E-01  
30  30   1.8590361E-01   1.8590361E-01  
30  31   1.8590361E-01   1.8590361E-01  
30  32   1.8590361E-01   1.8590361E-01  
30  33   1.8590361E-01   1.8590361E-01  
30  34   1.8590361E-01   1.8590361E-01  
30  35   1.8590361E-01   1.8590361E-01  
30  36   1.8590361E-01   1.8590361E-01  
30  37   1.9802938E-01   1.9802938E-01  
30  38   1.8590361E-01   1.8590361E-01  
30  39   1.8590361E-01   1.8590361E-01  
30  40   1.8619739E-01   1.8619739E-01  
5  1   2.4421735E-01   2.4421735E-01  
5  2   1.5505416E-01   1.5505416E-01  
5  3   2.7986123E-01   2.7986123E-01  
5  4   2.4050869E-01   2.4050869E-01  
5  5   1.0000000E+10   1.0000000E+10  
5  6   1.0000000E+10   1.0000000E+10  
5  7   1.0000000E+10   1.0000000E+10  
5  8   1.0000000E+10   1.0000000E+10  
5  9   1.0000000E+10   1.0000000E+10  
5  10   1.0000000E+10   1.0000000E+10  
5  11   1.0000000E+10   1.0000000E+10  
5  12   1.9785068E-01   1.9785068E-01  
5  13   1.8165711E-01   1.8165711E-01  
5  14   1.0000000E+10   1.0000000E+10  
5  15   2.6091281E-01   2.6091281E-01  
5  16   1.5677020E-01   1.5677020E-01  
5  17   1.0000000E+10   1.0000000E+10  
5  18   1.0000000E+10   1.0000000E+10  
5  19   1.0000000E+10   1.0000000E+10  
5  20   1.7861079E-01   1.7861079E-01  
5  21   1.0000000E+10   1.0000000E+10  
5  22   1.3631111E-01   1.3631111E-01  
5  23   1.6528530E-01   1.6528530E-01  
5  24   1.0000000E+10   1.0000000E+10  
5  25   1.0000000E+10   1.0000000E+10  
5  26   1.6655589E-01   1.6655589E-01  
5  27   2.6842192E-01   2.6842192E-01  
5  28   1.0000000E+10   1.0000000E+10  
5  29   1.0000000E+10   1.0000000E+10  
5  30   1.0000000E+10   1.0000000E+10  
5  31   1.0000000E+10   1.0000000E+10  
5  32   1.9316062E-01   1.9316062E-01  
5  33   1.0000000E+10   1.0000000E+10  
5  34   1.0000000E+10   1.0000000E+10  
5  35   1.7008181E-01   1.7008181E-01  
5  36   1.0000000E+10   1.0000000E+10  
5  37   1.0000000E+10   1.0000000E+10  
5  38   1.7358145E-01   1.7358145E-01  
5  39   2.3638193E-01   2.3638193E-01  
5  40   1.9380759E-01   1.9380759E-01  
31  1   1.8619739E-01   1.8619739E-01  
31  2   1.8590361E-01   1.8590361E-01  
31  3   1.8590361E-01   1.8590361E-01  
31  4   1.8590361E-01   1.8590361E-01  
31  5   1.8590361E-01   1.8590361E-01  
31  6   1.8590361E-01   1.8590361E-01  
31  7   1.9802938E-01   1.9802938E-01  
31  8   1.8590361E-01   1.8590361E-01  
31  9   1.8590361E-01   1.8590361E-01  
31  10   1.8619739E-01   1.8619739E-01  
31  11   1.8590361E-01   1.8590361E-01  
31  12   1.8590361E-01   1.8590361E-01  
31  13   1.8590361E-01   1.8590361E-01  
31  14   1.8590361E-01   1.8590361E-01  
31  15   1.8590361E-01   1.8590361E-01  
31  16   1.8590361E-01   1.8590361E-01  
31  17   1.8590361E-01   1.8590361E-01  
31  18   1.8590361E-01   1.8590361E-01  
31  19   1.9802938E-01   1.9802938E-01  
31  20   1.8590361E-01   1.8590361E-01  
31  21   1.8590361E-01   1.8590361E-01  
31  22   1.8619739E-01   1.8619739E-01  
31  23   1.8590361E-01   1.8590361E-01  
31  24   1.8619739E-01   1.8619739E-01  
31  25   1.8619739E-01   1.8619739E-01  
31  26   1.8590361E-01   1.8590361E-01  
31  27   1.8590361E-01   1.8590361E-01  
31  28   1.8590361E-01   1.8590361E-01  
31  29   1.8712310E-01   1.8712310E-01  
31  30   1.9802938E-01   1.9802938E-01  
31  31   1.8590361E-01   1.8590361E-01  
31  32   1.8590361E-01   1.8590361E-01  
31  33   1.8590361E-01   1.8590361E-01  
31  34   1.8590361E-01   1.8590361E-01  
31  35   1.8590361E-01   1.8590361E-01  
31  36   1.8590361E-01   1.8590361E-01  
31  37   1.9802938E-01   1.9802938E-01  
31  38   1.8590361E-01   1.8590361E-01  
31  39   1.8590361E-01   1.8590361E-01  
31  40   1.8590361E-01   1.8590361E-01  
32  1   1.8619739E-01   1.8619739E-01  
32  2   1.8590361E-01   1.8590361E-01  
32  3   1.8590361E-01   1.8590361E-01  
32  4   1.8590361E-01   1.8590361E-01  
32  5   1.8590361E-01   1.8590361E-01  
32  6   1.8590361E-01   1.8590361E-01  
32  7   1.8590361E-01   1.8590361E-01  
32  8   1.8590361E-01   1.8590361E-01  
32  9   1.8590361E-01   1.8590361E-01  
32  10   1.8619739E-01   1.8619739E-01  
32  11   1.8590361E-01   1.8590361E-01  
32  12   1.8590361E-01   1.8590361E-01  
32  13   1.8590361E-01   1.8590361E-01  
32  14   1.8590361E-01   1.8590361E-01  
32  15   1.8590361E-01   1.8590361E-01  
32  16   1.8590361E-01   1.8590361E-01  
32  17   1.8590361E-01   1.8590361E-01  
32  18   1.8619739E-01   1.8619739E-01  
32  19   1.9802938E-01   1.9802938E-01  
32  20   1.8590361E-01   1.8590361E-01  
32  21   1.8640755E-01   1.8640755E-01  
32  22   1.8590361E-01   1.8590361E-01  
32  23   1.8590361E-01   1.8590361E-01  
32  24   1.8619739E-01   1.8619739E-01  
32  25   1.8619739E-01   1.8619739E-01  
32  26   1.8590361E-01   1.8590361E-01  
32  27   1.8590361E-01   1.8590361E-01  
32  28   1.8590361E-01   1.8590361E-01  
32  29   1.8712310E-01   1.8712310E-01  
32  30   1.9802938E-01   1.9802938E-01  
32  31   1.8590361E-01   1.8590361E-01  
32  32   1.8590361E-01   1.8590361E-01  
32  33   1.8590361E-01   1.8590361E-01  
32  34   1.8590361E-01   1.8590361E-01  
32  35   1.8590361E-01   1.8590361E-01  
32  36   1.8590361E-01   1.8590361E-01  
32  37   1.9802938E-01   1.9802938E-01  
32  38   1.8590361E-01   1.8590361E-01  
32  39   1.8590361E-01   1.8590361E-01  
32  40   1.8590361E-01   1.8590361E-01  
33  1   1.8619739E-01   1.8619739E-01  
33  2   1.8590361E-01   1.8590361E-01  
33  3   1.8590361E-01   1.8590361E-01  
33  4   1.8590361E-01   1.8590361E-01  
33  5   1.8590361E-01   1.8590361E-01  
33  6   1.8590361E-01   1.8590361E-01  
33  7   1.8590361E-01   1.8590361E-01  
33  8   1.8590361E-01   1.8590361E-01  
33  9   1.8590361E-01   1.8590361E-01  
33  10   1.8619739E-01   1.8619739E-01  
33  11   1.8590361E-01   1.8590361E-01  
33  12   1.8590361E-01   1.8590361E-01  
33  13   1.8590361E-01   1.8590361E-01  
33  14   1.8590361E-01   1.8590361E-01  
33  15   1.8590361E-01   1.8590361E-01  
33  16   1.8590361E-01   1.8590361E-01  
33  17   1.8590361E-01   1.8590361E-01  
33  18   1.8590361E-01   1.8590361E-01  
33  19   1.9802938E-01   1.9802938E-01  
33  20   1.8590361E-01   1.8590361E-01  
33  21   1.8640755E-01   1.8640755E-01  
33  22   1.8590361E-01   1.8590361E-01  
33  23   1.8590361E-01   1.8590361E-01  
33  24   1.8619739E-01   1.8619739E-01  
33  25   1.8619739E-01   1.8619739E-01  
33  26   1.8590361E-01   1.8590361E-01  
33  27   1.8590361E-01   1.8590361E-01  
33  28   1.8590361E-01   1.8590361E-01  
33  29   1.8590361E-01   1.8590361E-01  
33  30   1.9802938E-01   1.9802938E-01  
33  31   1.8590361E-01   1.8590361E-01  
33  32   1.8590361E-01   1.8590361E-01  
33  33   1.8590361E-01   1.8590361E-01  
33  34   1.8590361E-01   1.8590361E-01  
33  35   1.8590361E-01   1.8590361E-01  
33  36   1.8590361E-01   1.8590361E-01  
33  37   1.8590361E-01   1.8590361E-01  
33  38   1.8590361E-01   1.8590361E-01  
33  39   1.8590361E-01   1.8590361E-01  
33  40   1.8590361E-01   1.8590361E-01  
34  1   1.8619739E-01   1.8619739E-01  
34  2   1.8590361E-01   1.8590361E-01  
34  3   1.8590361E-01   1.8590361E-01  
34  4   1.8619739E-01   1.8619739E-01  
34  5   1.8590361E-01   1.8590361E-01  
34  6   1.8590361E-01   1.8590361E-01  
34  7   1.8590361E-01   1.8590361E-01  
34  8   1.8590361E-01   1.8590361E-01  
34  9   1.8590361E-01   1.8590361E-01  
34  10   1.8619739E-01   1.8619739E-01  
34  11   1.8590361E-01   1.8590361E-01  
34  12   1.8590361E-01   1.8590361E-01  
34  13   1.8590361E-01   1.8590361E-01  
34  14   1.8590361E-01   1.8590361E-01  
34  15   1.8590361E-01   1.8590361E-01  
34  16   1.8590361E-01   1.8590361E-01  
34  17   1.8590361E-01   1.8590361E-01  
34  18   1.8590361E-01   1.8590361E-01  
34  19   1.8590361E-01   1.8590361E-01  
34  20   1.8590361E-01   1.8590361E-01  
34  21   1.8590361E-01   1.8590361E-01  
34  22   1.8590361E-01   1.8590361E-01  
34  23   1.8590361E-01   1.8590361E-01  
34  24   1.8619739E-01   1.8619739E-01  
34  25   1.8619739E-01   1.8619739E-01  
34  26   1.8590361E-01   1.8590361E-01  
34  27   1.8590361E-01   1.8590361E-01  
34  28   1.8590361E-01   1.8590361E-01  
34  29   1.8590361E-01   1.8590361E-01  
34  30   1.9802938E-01   1.9802938E-01  
34  31   1.8590361E-01   1.8590361E-01  
34  32   1.8590361E-01   1.8590361E-01  
34  33   1.8590361E-01   1.8590361E-01  
34  34   1.8590361E-01   1.8590361E-01  
34  35   1.8590361E-01   1.8590361E-01  
34  36   1.8590361E-01   1.8590361E-01  
34  37   1.8590361E-01   1.8590361E-01  
34  38   1.8590361E-01   1.8590361E-01  
34  39   1.8590361E-01   1.8590361E-01  
34  40   1.8619739E-01   1.8619739E-01  
35  1   1.8619739E-01   1.8619739E-01  
35  2   1.8590361E-01   1.8590361E-01  
35  3   1.8590361E-01   1.8590361E-01  
35  4   1.8619739E-01   1.8619739E-01  
35  5   1.8590361E-01   1.8590361E-01  
35  6   1.8590361E-01   1.8590361E-01  
35  7   1.8590361E-01   1.8590361E-01  
35  8   1.8619739E-01   1.8619739E-01  
35  9   1.8590361E-01   1.8590361E-01  
35  10   1.8619739E-01   1.8619739E-01  
35  11   1.8590361E-01   1.8590361E-01  
35  12   1.8590361E-01   1.8590361E-01  
35  13   1.8590361E-01   1.8590361E-01  
35  14   1.8590361E-01   1.8590361E-01  
35  15   1.8590361E-01   1.8590361E-01  
35  16   1.8590361E-01   1.8590361E-01  
35  17   1.8590361E-01   1.8590361E-01  
35  18   1.8590361E-01   1.8590361E-01  
35  19   1.8590361E-01   1.8590361E-01  
35  20   1.8590361E-01   1.8590361E-01  
35  21   1.8590361E-01   1.8590361E-01  
35  22   1.8590361E-01   1.8590361E-01  
35  23   1.8590361E-01   1.8590361E-01  
35  24   1.8619739E-01   1.8619739E-01  
35  25   1.8619739E-01   1.8619739E-01  
35  26   1.8590361E-01   1.8590361E-01  
35  27   1.8590361E-01   1.8590361E-01  
35  28   1.8590361E-01   1.8590361E-01  
35  29   1.8590361E-01   1.8590361E-01  
35  30   1.9802938E-01   1.9802938E-01  
35  31   1.8590361E-01   1.8590361E-01  
35  32   1.8590361E-01   1.8590361E-01  
35  33   1.8590361E-01   1.8590361E-01  
35  34   1.8590361E-01   1.8590361E-01  
35  35   1.8590361E-01   1.8590361E-01  
35  36   1.8590361E-01   1.8590361E-01  
35  37   1.8590361E-01   1.8590361E-01  
35  38   1.9802938E-01   1.9802938E-01  
35  39   1.8590361E-01   1.8590361E-01  
35  40   1.8619739E-01   1.8619739E-01  
36  1   1.8619739E-01   1.8619739E-01  
36  2   1.8590361E-01   1.8590361E-01  
36  3   1.8590361E-01   1.8590361E-01  
36  4   1.8590361E-01   1.8590361E-01  
36  5   1.8590361E-01   1.8590361E-01  
36  6   1.8590361E-01   1.8590361E-01  
36  7   1.8590361E-01   1.8590361E-01  
36  8   1.8619739E-01   1.8619739E-01  
36  9   1.8590361E-01   1.8590361E-01  
36  10   1.8619739E-01   1.8619739E-01  
36  11   1.8590361E-01   1.8590361E-01  
36  12   1.8590361E-01   1.8590361E-01  
36  13   1.8590361E-01   1.8590361E-01  
36  14   1.8590361E-01   1.8590361E-01  
36  15   1.8590361E-01   1.8590361E-01  
36  16   1.8590361E-01   1.8590361E-01  
36  17   1.8590361E-01   1.8590361E-01  
36  18   1.8590361E-01   1.8590361E-01  
36  19   1.8590361E-01   1.8590361E-01  
36  20   1.8590361E-01   1.8590361E-01  
36  21   1.8590361E-01   1.8590361E-01  
36  22   1.8590361E-01   1.8590361E-01  
36  23   1.8590361E-01   1.8590361E-01  
36  24   1.8619739E-01   1.8619739E-01  
36  25   1.8619739E-01   1.8619739E-01  
36  26   1.8590361E-01   1.8590361E-01  
36  27   1.8590361E-01   1.8590361E-01  
36  28   1.8590361E-01   1.8590361E-01  
36  29   1.8590361E-01   1.8590361E-01  
36  30   1.8590361E-01   1.8590361E-01  
36  31   1.8590361E-01   1.8590361E-01  
36  32   1.8590361E-01   1.8590361E-01  
36  33   1.8590361E-01   1.8590361E-01  
36  34   1.8590361E-01   1.8590361E-01  
36  35   1.8590361E-01   1.8590361E-01  
36  36   1.8590361E-01   1.8590361E-01  
36  37   1.8590361E-01   1.8590361E-01  
36  38   1.9802938E-01   1.9802938E-01  
36  39   1.8590361E-01   1.8590361E-01  
36  40   1.8590361E-01   1.8590361E-01  
37  1   1.8619739E-01   1.8619739E-01  
37  2   1.8590361E-01   1.8590361E-01  
37  3   1.8590361E-01   1.8590361E-01  
37  4   1.8590361E-01   1.8590361E-01  
37  5   1.8590361E-01   1.8590361E-01  
37  6   1.8590361E-01   1.8590361E-01  
37  7   1.8590361E-01   1.8590361E-01  
37  8   1.8590361E-01   1.8590361E-01  
37  9   1.8590361E-01   1.8590361E-01  
37  10   1.8619739E-01   1.8619739E-01  
37  11   1.8590361E-01   1.8590361E-01  
37  12   1.8590361E-01   1.8590361E-01  
37  13   1.8590361E-01   1.8590361E-01  
37  14   1.8590361E-01   1.8590361E-01  
37  15   1.8590361E-01   1.8590361E-01  
37  16   1.8590361E-01   1.8590361E-01  
37  17   1.8590361E-01   1.8590361E-01  
37  18   1.8590361E-01   1.8590361E-01  
37  19   1.8590361E-01   1.8590361E-01  
37  20   1.8590361E-01   1.8590361E-01  
37  21   1.8590361E-01   1.8590361E-01  
37  22   1.8590361E-01   1.8590361E-01  
37  23   1.8590361E-01   1.8590361E-01  
37  24   1.8619739E-01   1.8619739E-01  
37  25   1.8619739E-01   1.8619739E-01  
37  26   1.8590361E-01   1.8590361E-01  
37  27   1.8590361E-01   1.8590361E-01  
37  28   1.8590361E-01   1.8590361E-01  
37  29   1.8590361E-01   1.8590361E-01  
37  30   1.8590361E-01   1.8590361E-01  
37  31   1.8590361E-01   1.8590361E-01  
37  32   1.8590361E-01   1.8590361E-01  
37  33   1.8590361E-01   1.8590361E-01  
37  34   1.8619739E-01   1.8619739E-01  
37  35   1.8590361E-01   1.8590361E-01  
37  36   1.8590361E-01   1.8590361E-01  
37  37   1.9802938E-01   1.9802938E-01  
37  38   1.8590361E-01   1.8590361E-01  
37  39   1.8590361E-01   1.8590361E-01  
37  40   1.8590361E-01   1.8590361E-01  
38  1   1.8619739E-01   1.8619739E-01  
38  2   1.8590361E-01   1.8590361E-01  
38  3   1.8590361E-01   1.8590361E-01  
38  4   1.8590361E-01   1.8590361E-01  
38  5   1.8590361E-01   1.8590361E-01  
38  6   1.8590361E-01   1.8590361E-01  
38  7   1.8590361E-01   1.8590361E-01  
38  8   1.8590361E-01   1.8590361E-01  
38  9   1.8590361E-01   1.8590361E-01  
38  10   1.8619739E-01   1.8619739E-01  
38  11   1.8590361E-01   1.8590361E-01  
38  12   1.8590361E-01   1.8590361E-01  
38  13   1.8645341E-01   1.8645341E-01  
38  14   1.8590361E-01   1.8590361E-01  
38  15   1.8590361E-01   1.8590361E-01  
38  16   1.8590361E-01   1.8590361E-01  
38  17   1.8590361E-01   1.8590361E-01  
38  18   1.8590361E-01   1.8590361E-01  
38  19   1.8619739E-01   1.8619739E-01  
38  20   1.8590361E-01   1.8590361E-01  
38  21   1.8590361E-01   1.8590361E-01  
